file,Hypervolume,Hypervolume(N),IGD,IGD(N)
fun-4.txt,0.7970472612756015,0.5149878777581353,0.0011119718697631398,0.0012159253889812453
fun-5.txt,0.2526750302710762,0.14209323246153804,0.03716026538731957,0.027746152677145534
fun-6.txt,0.6661771680533563,0.346577289645581,0.014504769741912985,0.009006371810990507
fun-2.txt,0.6628973947548286,0.3445848627874616,0.014514319442409048,0.009010171195185785
fun-3.txt,0.6630040396258455,0.34457941862605623,0.014516772061268631,0.00901389922697737
fun-1.txt,0.6652942761933097,0.34603685352603386,0.014505290548957007,0.009006972291656002
